ConceptA,ConceptB,Probability
http://dbpedia.org/ontology/Sport,http://dbpedia.org/ontology/Game,0.0018535681186283596
http://dbpedia.org/ontology/Game,http://dbpedia.org/ontology/Sport,0.001710863986313088
http://dbpedia.org/ontology/GivenName,http://dbpedia.org/ontology/Surname,0.006211180124223602
http://dbpedia.org/ontology/Surname,http://dbpedia.org/ontology/GivenName,0.014476614699331848
http://dbpedia.org/ontology/Garden,http://dbpedia.org/ontology/HistoricPlace,0.010186757215619695
http://dbpedia.org/ontology/Park,http://dbpedia.org/ontology/HistoricPlace,0.0008064516129032258
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Park,0.00015132026935007944
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/ProtectedArea,0.0007327032085739598
http://dbpedia.org/ontology/Garden,http://dbpedia.org/ontology/ProtectedArea,0.03395585738539898
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/PopulatedPlace,0.027915239182844817
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/PopulatedPlace,0.0002490597992578018
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/WorldHeritageSite,7.471793977734054e-05
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/HistoricPlace,6.993985172751433e-05
http://dbpedia.org/ontology/SiteOfSpecialScientificInterest,http://dbpedia.org/ontology/ProtectedArea,0.04560260586319218
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/NaturalPlace,0.0010088017956671963
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/ConcentrationCamp,0.00015132026935007944
http://dbpedia.org/ontology/Garden,http://dbpedia.org/ontology/Park,0.15619694397283532
http://dbpedia.org/ontology/Garden,http://dbpedia.org/ontology/PopulatedPlace,0.003395585738539898
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/WorldHeritageSite,4.9957036948224526e-05
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/ProtectedArea,0.009641873278236915
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/NaturalPlace,0.004132231404958678
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/NaturalPlace,3.330469129881635e-05
http://dbpedia.org/ontology/Park,http://dbpedia.org/ontology/Garden,0.012365591397849462
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/Garden,0.00015132026935007944
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Garden,0.0012688745083111281
http://dbpedia.org/ontology/SiteOfSpecialScientificInterest,http://dbpedia.org/ontology/PopulatedPlace,0.0018613308515588647
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/WorldHeritageSite,0.0008882121558177896
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/HistoricPlace,0.009641873278236915
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/WineRegion,3.330469129881635e-05
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/HistoricPlace,0.0026646364674533687
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/ProtectedArea,0.001059241885450556
http://dbpedia.org/ontology/WineRegion,http://dbpedia.org/ontology/PopulatedPlace,0.024067388688327317
http://dbpedia.org/ontology/Park,http://dbpedia.org/ontology/PopulatedPlace,0.0016129032258064516
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/SiteOfSpecialScientificInterest,6.66093825976327e-06
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/PopulatedPlace,0.001059241885450556
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/ontology/PopulatedPlace,0.02066115702479339
http://dbpedia.org/ontology/HistoricPlace,http://dbpedia.org/ontology/WorldHeritageSite,0.00035308062848351873
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/HistoricPlace,0.0004981195985156036
http://dbpedia.org/ontology/ConcentrationCamp,http://dbpedia.org/ontology/HistoricPlace,0.031578947368421054
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Park,1.998281477928981e-05
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/Park,0.02398172820708032
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/SiteOfSpecialScientificInterest,0.006217485090724528
http://dbpedia.org/ontology/Park,http://dbpedia.org/ontology/ProtectedArea,0.050806451612903224
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/ProtectedArea,0.00029887175910936215
http://dbpedia.org/ontology/ProtectedArea,http://dbpedia.org/ontology/NaturalPlace,0.0015226494099733537
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Garden,3.330469129881635e-06
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Country,0.002811659743674903
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Island,0.014887659632588951
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Settlement,1.052061732699613
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Continent,0.002868264699856587
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Region,0.08694307071460744
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Country,0.01533375536329746
http://dbpedia.org/ontology/Continent,http://dbpedia.org/ontology/Country,0.6086956521739131
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Continent,3.9429964042905866e-05
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Island,0.003963811865744224
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Region,0.09110155022877825
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Region,0.01519307870858831
http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/Country,0.024480208467142568
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/Island,0.0026236091459318133
http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Settlement,0.12661339889366932
http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/Settlement,0.12168530632341563
http://dbpedia.org/ontology/Continent,http://dbpedia.org/ontology/Settlement,0.37681159420289856
http://dbpedia.org/ontology/Cave,http://dbpedia.org/ontology/BodyOfWater,0.006488240064882401
http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/Mountain,1.0049455984174085
http://dbpedia.org/ontology/Volcano,http://dbpedia.org/ontology/MountainRange,0.002257336343115124
http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/Volcano,0.0009891196834817012
http://dbpedia.org/ontology/Volcano,http://dbpedia.org/ontology/Mountain,0.5530474040632054
http://dbpedia.org/ontology/MountainPass,http://dbpedia.org/ontology/BodyOfWater,0.0011235955056179776
http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/Glacier,0.002967359050445104
http://dbpedia.org/ontology/Glacier,http://dbpedia.org/ontology/MountainRange,0.003395585738539898
http://dbpedia.org/ontology/Crater,http://dbpedia.org/ontology/BodyOfWater,0.0014858841010401188
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Cave,0.00016693097404223354
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/MountainRange,0.06196444363126277
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/MountainPass,4.1732743510558384e-05
http://dbpedia.org/ontology/MountainPass,http://dbpedia.org/ontology/Mountain,0.02696629213483146
http://dbpedia.org/ontology/Glacier,http://dbpedia.org/ontology/Mountain,0.004527447651386531
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/MountainRange,4.1732743510558384e-05
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/BodyOfWater,0.0003049431281066081
http://dbpedia.org/ontology/MountainRange,http://dbpedia.org/ontology/BodyOfWater,0.0009891196834817012
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Glacier,0.00024395450248528648
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/MountainPass,0.001463727014911719
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Crater,0.001280761138047754
http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Volcano,0.014942213277223797
http://dbpedia.org/ontology/Crater,http://dbpedia.org/ontology/Mountain,0.015601783060921248
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Mountain,0.00020866371755279191
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Crater,8.346548702111677e-05
http://dbpedia.org/ontology/Planet,http://dbpedia.org/ontology/Asteroid,0.001033947957952783
http://dbpedia.org/ontology/Star,http://dbpedia.org/ontology/Planet,0.003937653814602133
http://dbpedia.org/ontology/Planet,http://dbpedia.org/ontology/Star,0.004135791831811132
http://dbpedia.org/ontology/Star,http://dbpedia.org/ontology/Galaxy,0.0016406890894175555
http://dbpedia.org/ontology/Asteroid,http://dbpedia.org/ontology/Planet,0.013303769401330377
http://dbpedia.org/ontology/Star,http://dbpedia.org/ontology/Constellation,0.00032813781788351107
http://dbpedia.org/ontology/Constellation,http://dbpedia.org/ontology/Star,0.012422360248447204
http://dbpedia.org/ontology/Galaxy,http://dbpedia.org/ontology/Star,0.004074979625101874
http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Sea,0.005472607221462138
http://dbpedia.org/ontology/Bay,http://dbpedia.org/ontology/Sea,0.09523809523809523
http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Stream,0.0010707274998512878
http://dbpedia.org/ontology/Sea,http://dbpedia.org/ontology/Lake,0.5287356321839081
http://dbpedia.org/ontology/Sea,http://dbpedia.org/ontology/Bay,0.022988505747126436
http://dbpedia.org/ontology/Stream,http://dbpedia.org/ontology/Lake,0.0006064485697921229
http://dbpedia.org/ontology/Bay,http://dbpedia.org/ontology/Lake,0.23809523809523808
http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Bay,0.0005948486110284932
http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/Town,0.07667183311270613
http://dbpedia.org/ontology/Village,http://dbpedia.org/ontology/City,0.00899360735453572
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/City,0.016921131965379754
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/CityDistrict,0.004549138539569662
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/CityDistrict,0.0003012085995055159
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Town,0.08319171743052106
http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Town,0.002333949236604104
http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Village,0.07069465868388716
http://dbpedia.org/ontology/Town,http://dbpedia.org/ontology/City,0.03993524015110631
