ConceptA,ConceptB,Probability
http://dbpedia.org/ontology/Activity,http://dbpedia.org/ontology/Game,0.2409706229287198
http://dbpedia.org/ontology/Activity,http://dbpedia.org/ontology/Sport,0.0495422119867438
http://dbpedia.org/ontology/Name,http://dbpedia.org/ontology/Surname,0.1685443893645786
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/WorldHeritageSite,0.0026921490204192
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Garden,0.0009148321208276
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/ProtectedArea,0.034676375021344
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/CelestialBody,0.0301096926089292
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/HistoricPlace,0.0941404628751403
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/SiteOfSpecialScientificInterest,0.005312008854179
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/WineRegion,0.0015130874586985
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/ConcentrationCamp,0.0004686333479988
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Park,0.0183614534114887
http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/NaturalPlace,0.1992813457753825
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Country,0.019553184261535
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Region,0.1814872542946399
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Continent,0.0001165664195458
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Island,0.0316427872030054
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Glacier,0.0421658240143458
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Cave,0.0194515703220343
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/MountainPass,0.0328260815421782
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Mountain,0.6514657169186322
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Crater,0.0529003013623571
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/MountainRange,0.0251301337451122
http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Volcano,0.0211700829369131
http://dbpedia.org/ontology/CelestialBody,http://dbpedia.org/ontology/Planet,0.7665343915343915
http://dbpedia.org/ontology/CelestialBody,http://dbpedia.org/ontology/Star,0.8186177248677249
http://dbpedia.org/ontology/CelestialBody,http://dbpedia.org/ontology/Constellation,0.0145502645502645
http://dbpedia.org/ontology/CelestialBody,http://dbpedia.org/ontology/Asteroid,0.0745701058201058
http://dbpedia.org/ontology/CelestialBody,http://dbpedia.org/ontology/Galaxy,0.3263888888888889
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Bay,0.0017527752274434
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Lake,0.4780903096569568
http://dbpedia.org/ontology/BodyOfWater,http://dbpedia.org/ontology/Sea,0.0046740672731825
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/City,0.0813622142654576
